Date,Timestamp,Open,High,Low,Close,Volume
20210207,23:00:00,1.20375,1.20438,1.20374,1.20395,98.25
20210207,23:02:00,1.2041,1.20437,1.20386,1.20386,33.3500000238419
20210207,23:04:00,1.20392,1.20396,1.20376,1.20384,15.7970000095665
20210207,23:06:00,1.20381,1.20396,1.20381,1.20389,19.4499999284744
20210207,23:08:00,1.20388,1.20388,1.20365,1.20365,1.6308999992907
20210207,23:10:00,1.20365,1.20385,1.20365,1.20385,7.0599998831749
20210207,23:12:00,1.20399,1.20399,1.20396,1.20396,0.0299999993294477
20210207,23:14:00,1.20369,1.20402,1.20369,1.20372,25.7199995983392
20210207,23:16:00,1.20377,1.20385,1.20368,1.20375,98.4499995708466
20210207,23:18:00,1.20371,1.20371,1.20356,1.20359,267.519999206066
20210207,23:20:00,1.20356,1.20379,1.20356,1.20379,11.25
20210207,23:22:00,1.20381,1.204,1.20381,1.20399,16.8099999427795
20210207,23:24:00,1.20398,1.20405,1.20378,1.2039,69.9799997806549
20210207,23:26:00,1.20391,1.20398,1.20391,1.20397,6.5100000500679
20210207,23:28:00,1.20398,1.20406,1.20391,1.20401,31.0800000429153
20210207,23:30:00,1.20401,1.20416,1.20399,1.20412,408.040000617504
20210207,23:32:00,1.20412,1.20415,1.20408,1.20408,39.6899997889996
20210207,23:34:00,1.20409,1.20422,1.20408,1.20417,133.299999773502
20210207,23:36:00,1.2042,1.20423,1.20417,1.2042,114.789999008179
20210207,23:38:00,1.20422,1.20422,1.2042,1.2042,90.7199993133545
20210207,23:40:00,1.2042,1.20422,1.2042,1.2042,2.62999999523163
20210207,23:42:00,1.20421,1.20424,1.20417,1.20421,271.619999289513
20210207,23:44:00,1.2042,1.20422,1.20403,1.20421,351.860001482069
20210207,23:46:00,1.20421,1.20428,1.20413,1.20428,66.1399986147881
20210207,23:48:00,1.20428,1.20429,1.20422,1.20422,36.4599995017052
20210207,23:50:00,1.20429,1.20434,1.20427,1.20431,106.5299949646
20210207,23:52:00,1.20431,1.20432,1.20425,1.20425,202.059993565083
20210207,23:54:00,1.20428,1.20432,1.20425,1.20427,60.1199979782104
20210207,23:56:00,1.20427,1.20429,1.20424,1.20428,131.739997029305
20210207,23:58:00,1.20428,1.20429,1.20424,1.20427,79.569998383522
20210208,00:00:00,1.20429,1.20513,1.20428,1.20485,1937.13998622447
20210208,00:02:00,1.20484,1.2055,1.20483,1.20505,2644.06998364627
20210208,00:04:00,1.20503,1.20512,1.20499,1.20499,2161.14999594539
20210208,00:06:00,1.20499,1.20508,1.20458,1.2048,814.69999422133
20210208,00:08:00,1.20478,1.20481,1.20457,1.20465,322.949998341501
20210208,00:10:00,1.20466,1.20496,1.20462,1.20495,432.810001015663
20210208,00:12:00,1.20495,1.20499,1.2049,1.20495,966.320007711649
20210208,00:14:00,1.20494,1.20498,1.20475,1.20482,713.280005812645
20210208,00:16:00,1.20483,1.20484,1.20468,1.20474,330.530000805855
20210208,00:18:00,1.20474,1.2048,1.20467,1.20475,171.940000534058
20210208,00:20:00,1.20476,1.20477,1.20472,1.20472,61.6599999070168
20210208,00:22:00,1.20474,1.20495,1.20458,1.20458,237.240000903606
20210208,00:24:00,1.20458,1.20461,1.20438,1.20441,133.090001821518
20210208,00:26:00,1.20442,1.20442,1.20432,1.20432,107.460000514984
20210208,00:28:00,1.20434,1.20442,1.20432,1.20441,112.330000758171
20210208,00:30:00,1.20445,1.20466,1.20433,1.20443,261.670001879334
20210208,00:32:00,1.20444,1.20452,1.20434,1.20452,343.810003884137
20210208,00:34:00,1.20452,1.20454,1.20451,1.20453,62.7000007629395
20210208,00:36:00,1.20453,1.20455,1.20451,1.20454,68.1900003924966
20210208,00:38:00,1.20453,1.20456,1.20444,1.20451,102.409999892116
20210208,00:40:00,1.20451,1.20455,1.20445,1.20455,22.5500001013279
20210208,00:42:00,1.20454,1.20479,1.2045,1.20467,132.790000975132
20210208,00:44:00,1.20468,1.20478,1.20464,1.20476,55.2599998340011
20210208,00:46:00,1.20477,1.20479,1.20467,1.2047,159.110000930727
20210208,00:48:00,1.20471,1.20474,1.20464,1.20464,128.450000397861
20210208,00:50:00,1.20464,1.20478,1.20463,1.20475,113.439999729395
20210208,00:52:00,1.20475,1.20493,1.20475,1.2049,86.9499998167157
20210208,00:54:00,1.20489,1.205,1.20488,1.20491,78.3700001686811
20210208,00:56:00,1.2049,1.20492,1.20487,1.20487,35.2200001180172
20210208,00:58:00,1.20488,1.20489,1.20481,1.20483,103.260001547635
20210208,01:00:00,1.20484,1.20494,1.20483,1.20492,171.050000019372
20210208,01:02:00,1.20493,1.20525,1.20492,1.20511,271.490001291037
20210208,01:04:00,1.20512,1.20517,1.20507,1.20511,199.880001872778
20210208,01:06:00,1.20511,1.20525,1.2051,1.20517,178.379999920726
20210208,01:08:00,1.20515,1.20515,1.20491,1.20499,175.580002605915
20210208,01:10:00,1.20498,1.20505,1.20482,1.20489,238.890001431108
20210208,01:12:00,1.20487,1.20508,1.20486,1.20488,230.470001153648
20210208,01:14:00,1.20488,1.20493,1.20467,1.20489,283.080001316965
20210208,01:16:00,1.20489,1.20492,1.20479,1.2048,160.750001773238
20210208,01:18:00,1.2048,1.20484,1.2046,1.20463,241.670000970364
20210208,01:20:00,1.20463,1.20468,1.20452,1.20467,192.070003010333
20210208,01:22:00,1.20466,1.20472,1.20454,1.20464,100.700000375509
20210208,01:24:00,1.20465,1.20465,1.20443,1.20443,139.420000955462
20210208,01:26:00,1.20442,1.20455,1.20442,1.20447,95.3800003528595
20210208,01:28:00,1.20448,1.2045,1.20433,1.20433,75.2300000712276
20210208,01:30:00,1.20432,1.20439,1.20421,1.20422,202.300001531839
20210208,01:32:00,1.20423,1.20423,1.20396,1.20398,269.240003146231
20210208,01:34:00,1.20399,1.20402,1.20364,1.2037,333.950002342463
20210208,01:36:00,1.20373,1.20383,1.20356,1.20363,238.420001775026
20210208,01:38:00,1.20365,1.20378,1.20361,1.20369,186.770000211895
20210208,01:40:00,1.2037,1.20401,1.20369,1.20374,209.820001900196
20210208,01:42:00,1.20376,1.20392,1.20375,1.20391,169.420000731945
20210208,01:44:00,1.20391,1.20394,1.20376,1.20376,310.540001191199
20210208,01:46:00,1.20376,1.20381,1.20366,1.20366,143.510002069175
20210208,01:48:00,1.20369,1.20386,1.20369,1.20384,198.820002295077
20210208,01:50:00,1.20385,1.20389,1.20359,1.20359,163.860001973808
20210208,01:52:00,1.20361,1.20372,1.2035,1.20367,138.590000428259
20210208,01:54:00,1.20366,1.20372,1.20334,1.20349,210.990000598133
20210208,01:56:00,1.20348,1.20357,1.20324,1.20324,299.570003144443
20210208,01:58:00,1.20323,1.20326,1.20304,1.20322,450.080003894866
20210208,02:00:00,1.20325,1.20345,1.20314,1.2032,399.520003311336
20210208,02:02:00,1.20318,1.20338,1.20315,1.20336,174.720001220703
20210208,02:04:00,1.20337,1.20356,1.20335,1.20347,220.66000187397
20210208,02:06:00,1.20351,1.20363,1.2032,1.20323,260.580001480877
20210208,02:08:00,1.20323,1.20328,1.20321,1.20321,162.140000507236
20210208,02:10:00,1.2032,1.20321,1.20299,1.2031,218.930002510548
20210208,02:12:00,1.2031,1.2031,1.20296,1.203,109.300000444055
20210208,02:14:00,1.20301,1.20322,1.20301,1.20317,118.640000618994
20210208,02:16:00,1.20318,1.20318,1.20311,1.20315,53.6500005722046
20210208,02:18:00,1.20316,1.20321,1.20313,1.20316,59.180000603199
20210208,02:20:00,1.20317,1.2032,1.20312,1.20317,134.100001215935
20210208,02:22:00,1.20318,1.20333,1.20317,1.20332,62.4300011172891
